playerID,points,age
abreujo02,1558.0,32.0
beltrad01,1557.8,31.0
furcara01,1557.3000000000002,26.0
carpema01,1556.4999999999998,30.0
swishni01,1556.1,26.0
huffau01,1555.4000000000003,34.0
roberbr01,1555.3000000000002,28.0
zobribe01,1553.6,30.0
jeterde01,1552.0,31.0
jeterde01,1551.9000000000003,35.0
ibanera01,1551.5000000000002,36.0
chapmma01,1551.3,26.0
palmera01,1550.4000000000003,39.0
myerswi01,1550.2999999999995,26.0
seageky01,1550.1999999999998,29.0
jonesan01,1549.7,26.0
soriaal01,1548.9,31.0
santaca01,1548.8000000000002,30.0
kentje01,1548.3000000000002,37.0
longoev01,1548.1,28.0
encared01,1547.2000000000005,30.0
pedrodu01,1546.9,26.0
kinslia01,1546.3000000000004,27.0
glaustr01,1545.8999999999996,30.0
murphda08,1545.4,31.0
dyeje01,1544.8,34.0
hallbi03,1543.9999999999998,27.0
burrepa01,1543.1,29.0
reynobr01,1541.3000000000002,26.0
longoev01,1541.3000000000002,31.0
hanigmi01,1540.9,28.0
sandopa01,1540.7,23.0
konerpa01,1540.5,28.0
cuddymi01,1538.9,27.0
zobribe01,1537.8000000000004,28.0
matthga02,1537.7,32.0
ortizda01,1537.3000000000002,40.0
bruceja01,1536.4,25.0
rileyau01,1535.8000000000002,24.0
ramirar01,1535.6,26.0
hoskirh01,1534.7000000000005,25.0
ramirma02,1534.6999999999998,34.0
rendoan01,1534.6,24.0
andruel01,1533.4,29.0
mccutan01,1533.4,25.0
youngmi02,1532.8000000000002,30.0
seageco01,1531.9,22.0
zimmery01,1530.2,22.0
cuddymi01,1529.7,30.0
hidalri01,1529.7,28.0
judgeaa01,1529.7,29.0
abreubo01,1528.5,35.0
ellsbja01,1527.8,26.0
crawfca02,1527.5,23.0
figgich01,1527.2,27.0
hoskirh01,1526.6999999999998,26.0
frazito01,1526.1,29.0
riosal01,1526.0000000000002,27.0
kinslia01,1525.6,34.0
riosal01,1525.2,31.0
choosh01,1524.9,28.0
canoro01,1524.8,27.0
suzukic01,1523.3,33.0
lowelmi01,1522.9999999999998,30.0
lowebr01,1522.4,26.0
tulowtr01,1522.2000000000005,27.0
cabreme01,1522.1,27.0
troutmi01,1522.0000000000002,26.0
caseyse01,1522.0,30.0
altuvjo01,1521.6,31.0
beltrad01,1521.4,34.0
ortizda01,1521.4,36.0
hanigmi01,1521.2000000000003,30.0
merriwh01,1520.6,29.0
bagweje01,1520.2999999999995,36.0
loretma01,1519.8000000000002,33.0
youklke01,1519.2999999999995,30.0
lambja01,1517.0,27.0
polanjo01,1516.8,26.0
zimmery01,1516.6,23.0
lemahdj01,1516.5,31.0
tulowtr01,1514.9,23.0
suzukic01,1514.7,34.0
hawpebr01,1513.8,28.0
bryankr01,1512.3,27.0
leede02,1510.9,32.0
bogaexa01,1510.7999999999995,24.0
gilesma01,1510.1999999999998,25.0
youngch04,1509.1,27.0
ugglada01,1508.4999999999998,28.0
johnske05,1507.6,28.0
sexsori01,1507.0000000000002,32.0
howarry01,1506.9,32.0
donaljo02,1506.7,29.0
rolliji01,1506.5,31.0
casteni01,1506.3,29.0
willijo03,1506.3,33.0
youngdm01,1506.3,30.0
reyesjo01,1505.7,29.0
morneju01,1505.7,26.0
butlebi03,1505.5000000000002,26.0
beninan01,1504.7999999999995,24.0
gomezca01,1504.6,29.0
rendoan01,1504.3000000000002,27.0
ortizda01,1503.8000000000002,35.0
crawfca02,1503.3000000000002,26.0
abreujo02,1503.1,28.0
donaljo02,1503.0,28.0
zobribe01,1502.8,31.0
bryankr01,1502.6,23.0
gordoal01,1502.1,28.0
quentca01,1501.6,26.0
confomi01,1501.0000000000002,26.0
meadoau01,1500.4,24.0
springe01,1500.3,28.0
freemfr01,1499.7,25.0
cabreor01,1499.3,29.0
figgich01,1499.1999999999998,31.0
bellico01,1499.1999999999998,22.0
casteni01,1499.1,26.0
suzukic01,1498.4999999999998,30.0
kinslia01,1498.3000000000002,30.0
polanjo01,1498.3,27.0
floydcl01,1497.9,33.0
machama01,1497.8000000000002,28.0
hosmeer01,1497.6,28.0
patteco01,1497.1,25.0
grandcu01,1496.8000000000002,28.0
lopezja01,1496.7999999999995,33.0
camermi01,1495.9,33.0
glaustr01,1495.9,29.0
pujolal01,1494.5999999999997,34.0
altuvjo01,1493.6,25.0
guillca01,1493.4,32.0
cantujo01,1493.3,26.0
fieldpr01,1492.4000000000003,29.0
blackch02,1491.9,29.0
furcara01,1491.8,28.0
chaveer01,1491.7,28.0
kentje01,1491.5,36.0
atkinga01,1491.4,28.0
martivi01,1490.6,29.0
huffau01,1490.5999999999997,28.0
bruceja01,1490.2999999999995,24.0
berkmla01,1489.0,35.0
doziebr01,1488.9,27.0
leede02,1488.9,33.0
goldspa01,1488.8,32.0
kempma01,1487.3,24.0
wellsve01,1486.5,32.0
schoojo01,1486.1,26.0
martijd02,1486.0999999999997,33.0
blakeca01,1485.5000000000002,31.0
kipnija01,1483.7,29.0
beltrad01,1483.6999999999996,37.0
penaca01,1483.1,31.0
abreujo02,1481.8999999999999,34.0
smoakju01,1481.7,31.0
mccutan01,1481.4,31.0
doziebr01,1480.6,28.0
jeterde01,1479.7,33.0
springe01,1479.4,30.0
burrepa01,1479.1999999999998,32.0
murphda08,1479.1000000000004,32.0
alonspe01,1478.6999999999998,26.0
gourryu01,1477.3,35.0
guillca01,1477.2,29.0
yelicch01,1477.1,26.0
rizzoan01,1476.3,30.0
konerpa01,1476.2000000000005,35.0
rolliji01,1476.0000000000002,34.0
edmonji01,1476.0,33.0
paytoja01,1476.0,31.0
grandcu01,1475.6,34.0
hartco01,1475.1,28.0
markani01,1474.6999999999998,26.0
gonzaad01,1474.3000000000002,32.0
poseybu01,1473.9000000000003,25.0
heywaja01,1473.6999999999998,23.0
kipnija01,1473.4,26.0
ramirha01,1472.8000000000002,27.0
overbly01,1472.8,27.0
muncyma01,1472.5,30.0
jonesan01,1472.4,27.0
cruzne02,1471.9,39.0
jenkige01,1471.9,30.0
wilsocr03,1471.7,28.0
canoro01,1469.8,25.0
lowelmi01,1469.6999999999998,33.0
victosh01,1469.6,29.0
frazito01,1468.7,30.0
heltoto01,1468.2999999999995,33.0
beltrca01,1467.8,35.0
youngmi02,1467.6000000000004,35.0
hernate01,1467.3999999999999,28.0
larocad01,1467.0000000000002,33.0
arenano01,1466.8000000000002,30.0
yelicch01,1466.8000000000002,25.0
beltrad01,1466.7000000000005,27.0
cartech02,1466.1999999999998,30.0
rizzoan01,1465.3,29.0
damonjo01,1465.1,36.0
shawtr01,1464.6999999999998,27.0
zimmery01,1464.6,33.0
overbly01,1464.4,29.0
ugglada01,1464.3,26.0
abreubo01,1464.0,36.0
ramirha01,1463.4,33.0
rolensc01,1462.3,31.0
harpebr03,1461.6,24.0
rizzoan01,1461.5,25.0
butlebi03,1460.1,23.0
tuckeky01,1459.8999999999999,24.0
schwaky01,1459.6,26.0
lopezfe01,1459.2,25.0
machama01,1458.9999999999998,25.0
posadjo01,1457.3000000000002,37.0
bettsmo01,1457.1,23.0
francje02,1457.0,27.0
stantmi03,1457.0,22.0
greensh01,1456.5,31.0
muncyma01,1455.6999999999998,29.0
youngch04,1455.6,25.0
alvaryo01,1455.6,24.0
uptonju01,1454.8,22.0
choosh01,1453.9,30.0
howarry01,1453.7,31.0
desmoia01,1453.3000000000002,31.0
bradlja02,1452.9,26.0
pencehu01,1452.1999999999996,31.0
grandcu01,1452.0,27.0
edmonji01,1451.9,35.0
dunnad01,1450.7,33.0
gonzalu01,1450.6999999999998,38.0
reyesjo01,1449.9,22.0
gomezca01,1449.3000000000002,28.0
freemfr01,1449.0,24.0
gonzaca01,1447.9,31.0
soriaal01,1447.8,28.0
matsuhi01,1447.7,33.0
gonzaca01,1447.4,30.0
pujolal01,1447.1999999999998,35.0
beltrad01,1447.0,28.0
cabreas01,1446.3,26.0
hafnetr01,1446.0000000000002,30.0
reddijo01,1445.6,25.0
santado01,1444.7,25.0
ibanera01,1444.0,37.0
mauerjo01,1443.4,23.0
peraljh01,1442.7,26.0
santaca01,1441.9,31.0
jenkige01,1441.5000000000002,31.0
thomeji01,1441.3000000000002,38.0
pedrodu01,1441.3000000000002,30.0
correca01,1441.0,26.0
pierrju01,1440.5,26.0
torregl01,1440.4,23.0
uptonju01,1439.6999999999998,27.0
biggicr01,1438.9000000000003,39.0
davisch02,1438.6999999999998,30.0
rendoan01,1437.2,28.0
fieldpr01,1436.8000000000002,31.0
casteni01,1436.8,25.0
damonjo01,1436.1999999999998,32.0
beltbr01,1435.7,28.0
hosmeer01,1434.9,26.0
griffke02,1434.3000000000002,38.0
merriwh01,1434.1,32.0
kinslia01,1433.7,26.0
ugglada01,1433.6000000000004,29.0
youngmi02,1433.4,34.0
drewst01,1433.3999999999996,25.0
guerrvl01,1433.0,35.0
swishni01,1432.9999999999998,30.0
greensh01,1432.9999999999998,32.0
albieoz01,1432.5,21.0
mccutan01,1432.4,24.0
guerrvl01,1431.8,33.0
correca01,1431.7999999999995,22.0
braunry02,1431.6,24.0
gonzaca01,1431.2,27.0
zimmery01,1431.2,28.0
suareeu01,1430.9000000000003,27.0
uptonbj01,1430.7000000000005,27.0
trumbma01,1430.7,27.0
napolmi01,1430.3000000000002,35.0
lawtoma02,1429.9,33.0
posadjo01,1429.2,33.0
podsesc01,1429.2,28.0
hartco01,1428.0000000000002,30.0
swishni01,1428.0,27.0
santaca01,1427.9000000000003,25.0
hartco01,1427.9,25.0
ortizda01,1427.7,39.0
odorro01,1427.3000000000002,22.0
brantmi02,1427.2,32.0
choosh01,1426.8,37.0
butlebi03,1426.7,25.0
pierrju01,1426.3,27.0
gilesma01,1424.5,27.0
myerswi01,1424.4,27.0
ibanera01,1424.2999999999995,33.0
moralke01,1423.9,32.0
kinslia01,1423.6,32.0
puigya01,1423.3,24.0
phamth01,1423.1,31.0
daviskh01,1422.9,29.0
keplema01,1422.2,26.0
kempma01,1421.3,26.0
pencehu01,1421.0,27.0
morneju01,1420.1,28.0
uptonbj01,1420.0000000000002,24.0
muellbi02,1419.2000000000005,32.0
gilesbr02,1419.0,35.0
penaca01,1418.8000000000004,30.0
hollima01,1418.7000000000005,33.0
rolliji01,1418.5,30.0
pierrju01,1418.2999999999995,29.0
fieldpr01,1418.1000000000004,22.0
riosal01,1417.7,29.0
hartco01,1417.5000000000002,26.0
bogaexa01,1416.4999999999998,26.0
drewjd01,1416.2,31.0
guilljo01,1415.4,28.0
phillbr01,1415.0,30.0
martest01,1414.9,31.0
cainlo01,1413.5,29.0
gibboja01,1413.2,26.0
martiru01,1412.0,24.0
greensh01,1411.4,33.0
damonjo01,1411.0,30.0
bournmi01,1410.9,30.0
markani01,1410.7,35.0
bellico01,1410.6,23.0
lambja01,1410.2000000000005,26.0
hawpebr01,1410.2000000000005,30.0
greenkh01,1410.1999999999998,28.0
canoro01,1410.1,32.0
francje02,1409.7,23.0
frazito01,1409.4,28.0
youngmi02,1409.3999999999996,27.0
braunry02,1408.7,33.0
wellsve01,1408.6999999999998,27.0
vottojo01,1408.6,26.0
konerpa01,1408.3000000000002,31.0
matsuhi01,1408.1999999999998,29.0
suzukic01,1407.6999999999998,35.0
chapmma01,1407.6,25.0
soriaal01,1407.4000000000003,36.0
choosh01,1406.8,33.0
abreujo02,1406.7,29.0
blaloha01,1406.7,23.0
reynoma01,1406.4000000000003,28.0
jonesad01,1406.0000000000002,29.0
duvalad01,1405.1,29.0
gardnbr01,1404.9,34.0
kubelja01,1404.6,27.0
andujmi01,1404.3000000000002,23.0
duvalad01,1404.1999999999998,28.0
reyesjo01,1403.9,28.0
podsesc01,1403.8,27.0
larocad01,1403.5,27.0
biggicr01,1403.4,38.0
glaustr01,1403.4,32.0
youngch04,1402.6000000000004,28.0
dejonpa01,1402.4999999999998,26.0
lowrije01,1402.2999999999995,34.0
burrepa01,1401.8000000000002,31.0
morrilo01,1401.8,30.0
pedrodu01,1401.6999999999998,33.0
leeca01,1401.6999999999998,33.0
ellsbja01,1401.3,30.0
gonzaca01,1400.8,26.0
heltoto01,1400.3000000000002,36.0
tulowtr01,1399.4,26.0
damonjo01,1399.2,35.0
phillbr01,1398.8,28.0
hollima01,1398.5000000000002,34.0
victosh01,1398.1,30.0
winnra01,1397.5,30.0
morame01,1397.4,33.0
indiajo01,1397.2999999999997,24.0
griffke02,1397.1,36.0
paganan01,1396.7,31.0
ibanera01,1396.5,31.0
rendoan01,1396.2000000000005,26.0
lemahdj01,1396.2,28.0
fordle01,1396.1,28.0
thomeji01,1395.9,37.0
nevinph01,1395.5,33.0
wrighda03,1395.0,27.0
turnetr01,1394.5,26.0
gonzalu01,1394.4000000000003,39.0
swishni01,1394.4,29.0
victosh01,1393.8000000000002,28.0
byrneer01,1393.7,30.0
lindofr01,1393.7,23.0
ramirar01,1393.7,33.0
bournmi01,1393.6,27.0
biggicr01,1393.3,40.0
ortizda01,1392.3999999999996,28.0
youngch04,1392.1,24.0
castrst01,1391.7000000000005,21.0
uptonbj01,1391.5000000000002,26.0
freemfr01,1391.5,28.0
seageky01,1390.7,28.0
hunteto01,1390.6,35.0
youklke01,1390.4,27.0
zimmery01,1390.2,26.0
bregmal01,1390.1000000000004,23.0
grossro01,1389.8999999999999,31.0
cruzne02,1389.8,32.0
gonzaad01,1389.2,33.0
butlebi03,1389.1,24.0
youngde03,1388.9,25.0
grandya01,1388.6000000000004,31.0
morsemi01,1388.4,29.0
suzukic01,1388.2000000000005,36.0
roberbr01,1387.7999999999995,27.0
gallojo01,1387.6999999999998,27.0
renteed01,1387.6,30.0
thomafr04,1387.2999999999995,38.0
byrneer01,1386.6,28.0
goldspa01,1385.6,25.0
berkmla01,1385.6,29.0
hunteto01,1385.4,31.0
calhoko01,1385.2,32.0
braunry02,1385.1,32.0
olsonma02,1385.1,24.0
lugoju01,1384.9999999999998,30.0
desmoia01,1384.9,28.0
gonzaad01,1384.7,24.0
batisto01,1384.6,31.0
cantujo01,1384.4,23.0
beninan01,1384.4,23.0
castrst01,1384.2,22.0
merriwh01,1384.2,28.0
camermi01,1384.1999999999998,34.0
figgich01,1383.9,28.0
uptonju01,1382.6,26.0
ibanera01,1381.1,35.0
markani01,1380.3000000000002,27.0
uptonbj01,1380.1,28.0
mcgehca01,1380.0,28.0
gordoal01,1379.9000000000003,29.0
oneilty01,1379.8999999999999,26.0
lopezja01,1379.3000000000002,34.0
uptonju01,1378.0000000000002,28.0
hunteto01,1377.7000000000005,28.0
peralda01,1377.6,31.0
guilljo01,1377.5,31.0
eatonad02,1377.0000000000002,27.0
ordonma01,1376.8,32.0
fowlede01,1376.6,29.0
machama01,1376.4,27.0
aguilje01,1376.4,28.0
kempma01,1375.9999999999998,30.0
martivi01,1375.9,26.0
santaca01,1375.4,32.0
baezja01,1375.2,27.0
